line,bins,fitting_window,bin_width,mu,sigma,c,d,A,mu_err,sigma_err,c_err,d_err,A_err,exact_mu,deviation_in_centroid,A_over_A_err,snr
596,50,3,1.2244897959183163,596.904204809553,2.1698372497605343,-61.39999999999998,43788.61286764465,13100.880683990305,inf,inf,inf,inf,inf,595.847,0.0,0.0,71565.6908535994
596,50,4,1.2244897959183163,596.8001083735664,1.8585998311009686,-15.292845095739487,16768.699697972876,8950.296918807717,0.09564640821285483,0.14384177205112397,22.733610676959874,13439.037676764117,1290.8663699753613,595.847,9.964915477488551,6.933558056035305,59152.446942801675
596,50,5,1.2244897959183163,596.8492235546553,1.8448317077403402,-27.457273147704818,24028.198044303863,8912.201099931064,0.054537488583285484,0.0748755777555267,8.024084780069758,4754.814735321284,522.3788378443276,595.847,18.376782295810756,17.060800427346102,59026.4263374007
596,50,8,1.2244897959183163,596.800640124882,1.820112126192607,-17.216704311687387,17939.040253914893,8707.010270291134,0.04188610551993698,0.048731702320601436,3.1256460998355284,1859.143692493941,264.97339520512924,595.847,22.767457443091033,32.85994151809316,58342.965225081134
596,50,10,1.2244897959183163,596.784717808697,1.8011010560081333,-13.86494533743223,15953.738277797042,8565.398723730743,0.05030363412289734,0.05558756991989784,2.464047941472894,1467.0532393416995,276.0640975882204,595.847,18.641154362845196,31.026847745000747,57866.57019043859
596,100,3,0.6060606060606233,597.0840565798226,1.5648099964669713,-31.049979824192366,22451.397494416244,3394.7811558510125,1.5183139406644988,1.8539910872778862,388.727467933976,230326.99973424902,10995.759365749069,595.847,0.8147567816450316,0.30873549001313094,25629.322700359353
596,100,4,0.6060606060606233,597.0208040797785,1.928888046890929,-31.049999999086285,22223.235973385108,5169.042373598632,0.3747135502493775,0.5332675617257547,58.135962324982216,34361.40849507204,3086.1397606660857,595.847,3.1325370512951074,1.6749216738269141,31625.51660025325
596,100,5,0.6060606060606233,596.9794522604976,1.9094342497255576,-23.367776859356585,17666.732455551195,4962.161224699216,0.1468852347231497,0.2095056065625811,13.64329254461881,8072.848129211399,877.3497344868064,595.847,7.709776020932924,5.655853110392475,30986.166164153445
596,100,8,0.6060606060606233,596.862920547147,1.771333573747981,-8.251729217796365,8717.444027910875,4316.337135081028,0.08925432556921781,0.10270317774181881,3.28901743849066,1956.5402323633064,279.35826250662456,595.847,11.382311620955589,15.450901993559873,28899.457691929492
596,100,10,0.6060606060606233,596.8549393844118,1.7442466955307074,-7.075404637085591,8026.170902364776,4216.011577505173,0.08303891847621885,0.09194849321445231,2.232853022095548,1329.237321063676,232.78374474770985,595.847,12.138156456125206,18.111279986815532,28561.621348513076
596,200,3,0.3015075376883942,597.0008638351244,1.9296289687293011,-20.599999999999994,14111.653028500521,2681.1783440898366,0.7635966183908401,1.013929426068123,84.8670853861103,50172.15659978218,3821.3429507536675,595.847,1.5110908133092553,0.7016324833030333,16065.068114458234
596,200,4,0.3015075376883942,596.8560338665734,1.861895290099827,-7.084256105071889,6091.258785986421,2349.780290412771,0.16595415497494745,0.24687124624291762,11.0758823394157,6548.324860924163,604.6023390472483,595.847,6.080196465859758,3.8864889178490944,15039.460860494248
596,200,5,0.3015075376883942,596.8793730979164,1.850577643893717,-8.30647768207133,6824.389467474333,2320.312405825212,0.10106029266136095,0.14412595682982807,4.704448100972623,2784.901397724647,287.59395411051696,595.847,10.215417655436376,8.068015243928109,14944.857972544987
596,200,8,0.3015075376883942,596.8143498380426,1.772435771027328,-4.205132786494528,4396.958684962863,2143.4490424750284,0.07296112413555274,0.08433510993429566,1.381087143505851,821.5691547139791,114.69973180238041,595.847,13.258428368584818,18.687480858002708,14363.976561108773
596,200,10,0.3015075376883942,596.8012813236616,1.751345964573175,-3.4293999265713113,3938.2332067468597,2104.2733830088923,0.07082106998945338,0.0783144291223954,0.9289759786323207,553.0787489612203,98.34992580847656,595.847,13.474539763430382,21.39578007518466,14232.10373267801
596,400,3,0.15037593984959585,597.036131018801,1.8527582975466093,-9.499999489388816,6592.89902921883,1213.9408239889804,0.5804271755081775,0.7582793953158953,31.86974741447552,18850.815350084024,1321.847856063116,595.847,2.048716994961405,0.9183665263901722,7633.944704565067
596,400,4,0.15037593984959585,596.8475327475709,1.7052191544375477,-1.817835192457405,2036.4074622027051,991.251088346795,0.1529156933250722,0.2239086317023805,5.142922298928464,3043.366477490306,240.4259915369641,595.847,6.543035092179466,4.122894875092554,6898.253741848781
596,400,5,0.15037593984959585,596.9204001138729,1.8115959785702154,-4.7677210419385565,3779.6206029206996,1127.832883110361,0.10140042709774114,0.14292538876445987,2.335484753673669,1382.9048807265342,138.50986720655533,595.847,10.585755352275505,8.142617604480554,7358.19745660852
596,400,8,0.15037593984959585,596.8286024441609,1.7662900449588865,-1.9375542656202331,2097.386060942827,1070.610451810392,0.07476813004477748,0.08624910671655242,0.7031571400211968,418.2938866631426,58.59910600668942,595.847,13.128621025736932,18.27008165769928,7169.091661766391
596,400,10,0.15037593984959585,596.8220080051364,1.7378187702404682,-1.7083747827330775,1963.4133050193352,1044.5839327054134,0.07256471611093794,0.08028781169259208,0.485530343043194,289.0567347806864,50.484462494585564,595.847,13.436392469940461,20.691196480846845,7081.4116323644685
1107,50,3,1.2244897959183163,1109.0537173246025,9.999999999999998,-3.784391033545461e-11,12.071503119693743,53748.69025367812,inf,inf,inf,inf,inf,1107.016,0.0,0.0,73490.28904461257
1107,50,4,1.2244897959183163,1108.725396455291,1.8748433503984478,-19.599999999999998,23626.406035613294,1250.2184743713965,2.6871479498800297,3.5245151630314075,126.67587515457281,139711.48996043502,5748.559746980532,1107.016,0.6361378261168272,0.2174837749626038,11207.836430826352
1107,50,5,1.2244897959183163,1108.3852060938755,1.4119771432896773,-1.1697682570751484e-12,2011.3426827825017,514.847581218422,0.7271440106731005,0.9532696125322863,9.969909267557846,11010.161444898644,451.84862408948493,1107.016,1.882991640965245,1.1394249174840037,7192.038266852714
1107,50,8,1.2244897959183163,1108.5453268612644,1.4282294259501482,-4.349861550713246,6828.966076578114,537.9176623890082,0.5024885664628643,0.5702733488611258,3.4367411824203065,3799.6810307165174,231.89323992296627,1107.016,3.0435057896532323,2.3196780663709804,7351.427652564125
1107,50,10,1.2244897959183163,1108.587994450781,1.5848527476943441,-5.109137724907244,7659.394912568513,628.3461240115007,0.4181891990909332,0.4592978067129374,1.8518854504435822,2048.083133415326,187.09588557436044,1107.016,3.7590508176638155,3.3584176481623764,7945.386786959402
1107,100,3,0.6060606060605096,1108.3911953586905,9.999999999859112,-0.6342376781271911,5.4541431209675895e-05,44474.7667837475,237.3818317975779,849.3206812365785,4191.439829710607,4347190.604896157,11433074.489358697,1107.016,0.005793178645041081,0.003890009360574207,47031.111316140225
1107,100,4,0.6060606060605096,1108.645788014068,1.8500072625839652,-8.949999999999998,10869.01963933207,580.864963734409,2.272403638198252,2.947072111434368,53.68877155767395,59218.61862091842,2307.6046303732905,1107.016,0.7172088561520944,0.2517177145898018,5374.365566517837
